"","gene_id","Gene name","description","Datasets with significant neurite enrichment (p<0.1)","Average of significant (p<0.1) log2 enrichment","Datasets with neurite TPM > 10","Detection Rank (extended Table1)","Exclusive significant enrichment in specific cells","Studies with neurite ribosome association","primary motor neurons B","Ascl1 induced neurons B","primary dorsal root ganglia","neuroblastoma line CAD","primary cortical neurons B","neuroblastoma line N2A","Ascl1 induced neurons A","primary motor neurons C","iPSC derived motor neurons","hippocampal tissue B","hippocampal tissue C","Zappulo2017_loc.translation","Shigeoka2016_loc.translation","Ouwenga2017_loc.translation","Ainsley2014_loc.translation"
"4113","ENSMUSG00000058881","Zfp516","zinc finger protein 516 [Source:MGI Symbol;Acc:MGI:2443957]","2","-0.236210572441992","7","5835","not exclusive","0","","-0.900701169158272","","-0.939390518833918","","-0.89382904472768","-0.946466961589983","0.944725030337523","","","1.31839922932038","","","",""
"4112","ENSMUSG00000041164","Zmiz2","zinc finger, MIZ-type containing 2 [Source:MGI Symbol;Acc:MGI:106374]","2","-0.235852253719668","10","2632","not exclusive","3","","-1.70225746842699","-0.348605771554529","","","","-1.44036306777808","","","0.694231049666338","1.61773398949492","","0.558075870160344","0.862745098039216","0.100390407138873"
"5496","ENSMUSG00000049265","Kcnk3","potassium channel, subfamily K, member 3 [Source:MGI Symbol;Acc:MGI:1100509]","1","-0.235407062175713","3","10221","Primary","1","","","-1.70897561356397","","","","","","","","1.23816148921255","","0.244818146265154","",""
"5495","ENSMUSG00000020441","2310033P09Rik","RIKEN cDNA 2310033P09 gene [Source:MGI Symbol;Acc:MGI:1915112]","1","-0.234939300674459","5","8023","not exclusive","0","","-0.843481226509413","","","","1.23742538937115","","","","","-1.09876206488511","","","",""
"5494","ENSMUSG00000021987","Mtmr6","myotubularin related protein 6 [Source:MGI Symbol;Acc:MGI:2145637]","1","-0.234875903069992","11","2073","not exclusive","1","","","","-0.992255349770999","-0.522079073597758","-0.93196255321085","-0.390388365056069","2.1418255844438","","","-0.714395661228077","","0.492764958936253","",""
"4111","ENSMUSG00000043207","Zmpste24","zinc metallopeptidase, STE24 [Source:MGI Symbol;Acc:MGI:1890508]","2","-0.234838752697798","6","7118","not exclusive","0","","0.547263767794066","-1.10584863208786","","-1.06359390002423","","0.682823753526834","","","","","","","",""
"5493","ENSMUSG00000004788","Eif2b2","eukaryotic translation initiation factor 2B, subunit 2 beta [Source:MGI Symbol;Acc:MGI:2145118]","1","-0.234182679455582","12","1512","not exclusive","0","","","","0.843984820760623","","","","-0.748399385545861","","","-0.798133473581508","","","",""
"5492","ENSMUSG00000001062","Vps9d1","VPS9 domain containing 1 [Source:MGI Symbol;Acc:MGI:1914143]","1","-0.2338978689012","6","7107","not exclusive","1","","-1.19220763210448","-0.497141907523148","","","","","","","","0.987655932924032","","","","0.977691020635806"
"5491","ENSMUSG00000029250","Polr2b","polymerase (RNA) II (DNA directed) polypeptide B [Source:MGI Symbol;Acc:MGI:2388280]","1","-0.233417883530321","13","688","not exclusive","1","","1.58045863813777","","-0.859063580274447","-0.660883070374917","-0.766507188360114","","","-0.306844159519657","","-0.387667940790559","","0.518967540086038","",""
"4110","ENSMUSG00000116953","9030025P20Rik","RIKEN cDNA 9030025P20 gene [Source:MGI Symbol;Acc:MGI:3583895]","2","-0.232666418098312","5","8144","not exclusive","0","","-0.628633684435986","-0.926254230488959","","-0.536132463711163","","-0.363415511722022","","0.420679340054842","","0.637758041713413","","","",""
"5490","ENSMUSG00000040374","Pex2","peroxisomal biogenesis factor 2 [Source:MGI Symbol;Acc:MGI:107486]","1","-0.232272699156713","5","7816","Primary","0","","","-0.820772261755092","","-0.427880895344475","","","","","","0.551835059629428","","","",""
"5489","ENSMUSG00000035725","Prkx","protein kinase, X-linked [Source:MGI Symbol;Acc:MGI:1309999]","1","-0.232133309936205","3","10401","not exclusive","0","","0.794800654424135","-1.21964607114505","","","","","","-0.2715545130877","","","","","",""
"5488","ENSMUSG00000037169","Mycn","v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]","1","-0.231978628764788","6","6840","not exclusive","0","","","-1.20677142482647","","","","0.879904684670252","","-0.369069146138145","","","","","",""
"5487","ENSMUSG00000060679","Mrps9","mitochondrial ribosomal protein S9 [Source:MGI Symbol;Acc:MGI:1916777]","1","-0.231567185312051","9","3827","not exclusive","0","","","","0.981331706292493","","","-0.530539426882023","","","","-1.14549383534662","","","",""
"5486","ENSMUSG00000001525","Tubb5","tubulin, beta 5 class I [Source:MGI Symbol;Acc:MGI:107812]","1","-0.230929323438755","16","29","not exclusive","0","","-0.838248218864323","-0.529330222718292","0.734091339458495","","","","","-0.2902301916309","","","","","",""
"4109","ENSMUSG00000051339","2900026A02Rik","RIKEN cDNA 2900026A02 gene [Source:MGI Symbol;Acc:MGI:1920194]","2","-0.230716867631574","4","8796","not exclusive","1","","-0.897586549712447","0.500649623504164","-1.15996501381522","","","","1.52062288376594","","","-1.11730528190031","","0.457567461869378","",""
"2639","ENSMUSG00000022389","Tef","thyrotroph embryonic factor [Source:MGI Symbol;Acc:MGI:98663]","3","-0.23015240438384","11","2316","not exclusive","1","","-1.31543117523063","-1.15628230157444","","0.698046363279868","","-0.585919691679906","","-0.587881869498073","0.503917203295756","0.832484640720542","","0.410637465780211","",""
"5485","ENSMUSG00000057506","Bloc1s2","biogenesis of lysosomal organelles complex-1, subunit 2 [Source:MGI Symbol;Acc:MGI:1920939]","1","-0.23005507059193","11","1996","not exclusive","0","","","","","","","","","0.305797841294269","","-0.765907982478129","","","",""
"5484","ENSMUSG00000019763","Rmnd1","required for meiotic nuclear division 1 homolog [Source:MGI Symbol;Acc:MGI:1913334]","1","-0.229880269630954","7","6089","not exclusive","0","","1.0081211477789","-1.10501589671491","","-0.474941410291819","","","","","","-0.347684919295982","","","",""
"2638","ENSMUSG00000008035","Mid1ip1","Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)) [Source:MGI Symbol;Acc:MGI:1915291]","3","-0.229525329521287","9","3606","not exclusive","1","","-2.12712754166773","-1.07077791030593","","0.760684654265024","","-2.35516140933856","","-0.421536471177885","1.02346597736484","2.58377539421123","","0.497066875244427","",""
"4108","ENSMUSG00000033004","Mycbp2","MYC binding protein 2, E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:2179432]","2","-0.22924283162805","15","186","not exclusive","1","-0.95092712583003","1.5983257787908","-0.909593601881053","-0.687611766852983","","","","","0.445547698599503","","-0.871197972594538","","","","0.858895705521472"
"5483","ENSMUSG00000026229","Psmd1","proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 [Source:MGI Symbol;Acc:MGI:1917497]","1","-0.22902554276398","12","992","Primary","0","","","","","-0.386172645002224","","","0.920381808104085","","","-1.2212857913938","","","",""
"5482","ENSMUSG00000057375","Yipf1","Yip1 domain family, member 1 [Source:MGI Symbol;Acc:MGI:1915532]","1","-0.22848872047852","9","4105","not exclusive","0","","","-1.0645902151313","","","","0.754131963338143","","","","-0.3750079096424","","","",""
"5481","ENSMUSG00000070953","Rabepk","Rab9 effector protein with kelch motifs [Source:MGI Symbol;Acc:MGI:2139530]","1","-0.228432308981415","7","6018","not exclusive","0","","-0.809461432441201","","0.84815239277567","","","","","","","-0.723987887278714","","","",""
"5480","ENSMUSG00000102918","Pcdhgc3","protocadherin gamma subfamily C, 3 [Source:MGI Symbol;Acc:MGI:1935201]","1","-0.228094173169566","3","10119","not exclusive","0","","","","","-1.1440735539553","-1.34066194397538","","-0.818102138533259","-0.420093679400024","","2.58246045001613","","","",""
"5479","ENSMUSG00000025532","Crcp","calcitonin gene-related peptide-receptor component protein [Source:MGI Symbol;Acc:MGI:1100818]","1","-0.227786766196614","10","2899","not exclusive","0","","","","","","","-0.618253855880693","1.02054082844499","-0.272400191326891","","-1.04103384602386","","","",""
"4107","ENSMUSG00000020721","Helz","helicase with zinc finger domain [Source:MGI Symbol;Acc:MGI:1925705]","2","-0.227200130192675","9","4233","not exclusive","1","","0.397502483841967","-0.346040674151706","","","","","-1.1309089794905","","","0.170646649029539","","0.509581540868205","",""
"5478","ENSMUSG00000005469","Prkaca","protein kinase, cAMP dependent, catalytic, alpha [Source:MGI Symbol;Acc:MGI:97592]","1","-0.226824556815815","14","391","not exclusive","0","","-0.617965762846773","","","0.848128169814328","","","","","","-0.910636077415001","","","",""
"5477","ENSMUSG00000028914","Casp9","caspase 9 [Source:MGI Symbol;Acc:MGI:1277950]","1","-0.226542577727372","7","6258","not exclusive","1","","-0.78421400524545","-0.696798698964345","","","","","","","","0.801384971027679","","0.0547516621040282","",""
"2637","ENSMUSG00000042834","Nrep","neuronal regeneration related protein [Source:MGI Symbol;Acc:MGI:99444]","3","-0.226342640977476","11","1673","not exclusive","0","-2.345253434701","-1.7269351181112","0.863899791975395","","","","-1.93224809515899","3.31490256949438","0.467578440636562","","","","","",""
"5476","ENSMUSG00000033773","Rpap2","RNA polymerase II associated protein 2 [Source:MGI Symbol;Acc:MGI:2141142]","1","-0.226040712965217","3","10540","Non-primary","0","","","","","","","-0.761080982490815","","0.308999556560381","","","","","",""
"5475","ENSMUSG00000036632","Alg5","asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase) [Source:MGI Symbol;Acc:MGI:1913498]","1","-0.225638331990738","8","5191","not exclusive","0","","","-0.704639722359027","","-0.646964218552627","","0.674688944939439","","","","","","","",""
"5474","ENSMUSG00000020739","Nup85","nucleoporin 85 [Source:MGI Symbol;Acc:MGI:3046173]","1","-0.225552169534024","10","2747","not exclusive","0","","","","","-0.44103999780771","","0.64125394285611","","-0.394643244884359","","-0.707779378300139","","","",""
"5473","ENSMUSG00000029090","Adgra3","adhesion G protein-coupled receptor A3 [Source:MGI Symbol;Acc:MGI:1917943]","1","-0.224918206559877","9","3867","not exclusive","0","","","-0.461209569883309","","","-0.833096682240564","-0.506378862311232","","","","0.901012288195598","","","",""
"5472","ENSMUSG00000028430","Nol6","nucleolar protein family 6 (RNA-associated) [Source:MGI Symbol;Acc:MGI:2140151]","1","-0.224736111007843","10","2814","not exclusive","1","","","","","","","0.397991889321499","","-0.39953661639396","","-0.672663605951069","","","","0.481873954266592"
"4106","ENSMUSG00000032470","Mras","muscle and microspikes RAS [Source:MGI Symbol;Acc:MGI:1100856]","2","-0.224562374534466","11","2012","not exclusive","1","","-1.26631026099439","-0.570140763609887","","","","-0.573364530781351","","","0.509439129206461","0.777564553506838","","","","0.948689347462354"
"5471","ENSMUSG00000041777","Cir1","corepressor interacting with RBPJ, 1 [Source:MGI Symbol;Acc:MGI:1914185]","1","-0.224429321407468","7","6005","not exclusive","0","","","-0.540635449823277","","","1.06563902199407","-0.678116588685488","","","","-0.744604269115181","","","",""
"5470","ENSMUSG00000034269","Setd5","SET domain containing 5 [Source:MGI Symbol;Acc:MGI:1920145]","1","-0.224284405628524","11","2154","not exclusive","1","","","","-0.893367329258558","0.521878454057066","","","","","","-0.301364341684081","","","","0.671500278862242"
"5469","ENSMUSG00000032280","Tle3","transducin-like enhancer of split 3 [Source:MGI Symbol;Acc:MGI:104634]","1","-0.223825468611817","11","2367","not exclusive","0","","","-0.62383102476083","","0.51389470750817","","","","-0.56154008858279","","","","","",""
"4105","ENSMUSG00000034189","Hsdl1","hydroxysteroid dehydrogenase like 1 [Source:MGI Symbol;Acc:MGI:1919802]","2","-0.223683328530735","12","1429","not exclusive","0","-1.55938949037021","","-0.842699820018317","","","","0.485708624345516","1.02164737192007","","","","","","",""
"5468","ENSMUSG00000027078","Ube2l6","ubiquitin-conjugating enzyme E2L 6 [Source:MGI Symbol;Acc:MGI:1914500]","1","-0.222955682218701","5","7872","not exclusive","0","","-2.24718293369202","1.80127156925461","","","","","","","","","","","",""
"5467","ENSMUSG00000024201","Kdm4b","lysine (K)-specific demethylase 4B [Source:MGI Symbol;Acc:MGI:2442355]","1","-0.222677002377042","9","4085","not exclusive","1","","-0.917096384299153","","","0.662579458425145","","","","","","-0.413514081257118","","0.541259288228393","",""
"4104","ENSMUSG00000007946","Phox2a","paired-like homeobox 2a [Source:MGI Symbol;Acc:MGI:106633]","2","-0.222627812069337","4","8504","not exclusive","0","","","","0.88865519502103","","","-2.65712591914625","","","1.10058728791721","","","","",""
"5466","ENSMUSG00000028945","Rheb","Ras homolog enriched in brain [Source:MGI Symbol;Acc:MGI:97912]","1","-0.222277824082082","13","816","not exclusive","0","","0.506512899810911","","","","","","","","","-0.951068547975075","","","",""
"4103","ENSMUSG00000041112","Elmo1","engulfment and cell motility 1 [Source:MGI Symbol;Acc:MGI:2153044]","2","-0.222095340150765","5","7870","not exclusive","0","","-1.64465494208305","0.908329575329743","","","","-2.14913758409048","","","","1.99708159024073","","","",""
"5465","ENSMUSG00000002458","Rgs19","regulator of G-protein signaling 19 [Source:MGI Symbol;Acc:MGI:1915153]","1","-0.221995136148846","7","5973","not exclusive","1","","","","","","","0.708530423252139","","","","-1.15252069554983","","0.0344153304653891","",""
"5464","ENSMUSG00000052712","BC004004","cDNA sequence BC004004 [Source:MGI Symbol;Acc:MGI:2136782]","1","-0.221989693861185","10","3129","not exclusive","0","","","-0.841061386737677","0.868810646275215","","","","","","","-0.693718341121093","","","",""
"5463","ENSMUSG00000021748","Pdhb","pyruvate dehydrogenase (lipoamide) beta [Source:MGI Symbol;Acc:MGI:1915513]","1","-0.221732605703544","14","383","not exclusive","2","","0.66363991978452","-0.381038415966609","","","","","","","","-0.947799320928543","","0.460696128275323","","0.00390407138873397"
"4102","ENSMUSG00000026223","Itm2c","integral membrane protein 2C [Source:MGI Symbol;Acc:MGI:1927594]","2","-0.221530753098131","12","1043","not exclusive","0","","-0.885346794786918","0.940153859873009","0.817869506881236","","","","","-0.414439589076281","","-1.5658907483817","","","",""
"4101","ENSMUSG00000007036","Abhd16a","abhydrolase domain containing 16A [Source:MGI Symbol;Acc:MGI:99476]","2","-0.22117068797564","11","2282","not exclusive","1","","-0.670042291832034","-1.08071392716062","0.885237507781152","","","0.426024463256141","","","","-0.666359191922834","","0.260070394994134","",""
"5462","ENSMUSG00000033933","Vhl","von Hippel-Lindau tumor suppressor [Source:MGI Symbol;Acc:MGI:103223]","1","-0.22104362896634","10","3247","not exclusive","0","","-0.976054720974005","0.533967463041326","","","","","","","","","","","",""
"5461","ENSMUSG00000030357","Fkbp4","FK506 binding protein 4 [Source:MGI Symbol;Acc:MGI:95543]","1","-0.220581028136192","11","1701","not exclusive","0","","-0.525187099255975","0.275426388862964","","","","","","","","-0.411982374015565","","","",""
"2636","ENSMUSG00000022307","Oxr1","oxidation resistance 1 [Source:MGI Symbol;Acc:MGI:2179326]","3","-0.220493204986593","10","2966","not exclusive","1","","1.04262639136383","","-1.23771500943407","","-1.40432666468863","-0.492333670515131","0.742413654584827","0.339510119153505","-0.533627255370467","","","","","0.530395984383714"
"5460","ENSMUSG00000036873","2410004B18Rik","RIKEN cDNA 2410004B18 gene [Source:MGI Symbol;Acc:MGI:1913671]","1","-0.220261924399798","10","3382","not exclusive","0","","","","","","","","","0.317274933030288","","-0.757798781829884","","","",""
"5459","ENSMUSG00000029512","Ulk1","unc-51 like kinase 1 [Source:MGI Symbol;Acc:MGI:1270126]","1","-0.22024974803316","13","800","not exclusive","0","","-0.353906746576075","-0.356506514332063","","","","-0.724425166404905","","-0.412059388299598","","0.745649075446839","","","",""
"4100","ENSMUSG00000037824","Tspan14","tetraspanin 14 [Source:MGI Symbol;Acc:MGI:1196325]","2","-0.219808990424265","7","5847","not exclusive","0","","","-1.98344163449063","","-0.68289670518921","","0.384058159501458","","-0.581190064403525","","1.76442529246058","","","",""
"4099","ENSMUSG00000026456","Cyb5r1","cytochrome b5 reductase 1 [Source:MGI Symbol;Acc:MGI:1919267]","2","-0.219764100030558","10","3245","not exclusive","1","","0.412110847255374","","","-0.687550921631473","","0.468110173960934","","","","-1.07172649970707","","0.120844739929605","",""
"2635","ENSMUSG00000039470","Zdhhc2","zinc finger, DHHC domain containing 2 [Source:MGI Symbol;Acc:MGI:1923452]","3","-0.219605621320853","8","4695","not exclusive","0","","-0.961504158363388","-1.05946315695224","","0.77995381633373","","-1.74486520671933","1.41148518889093","0.256759788885185","","","","","",""
