ensembl_gene_id	Gene	flygene	flygenename	soma_log2FC	neurite_log2FC	log2FC_LR_v1	pvalue_v1	minusdox_log2LR	plusdox_log2LR	log2FC_LR_v2	pvalue_v2	log2FC_LR_final	pvalue_final	pvalue.adjust	CLIPin3UTR
ENSMUSG00000028763	Hspg2	FBgn0284408	trol	-6.14e-03	-7.85e-01	-0.779006	 1.34e-05	-1.11e+00	-1.88e+00	-0.778931	 1.55e-04	-0.778931	 1.55e-04	 4.21e-03	no
ENSMUSG00000042178	Armc5	FBgn0039696	Rnb	 3.57e-02	-7.73e-02	-0.112701	 3.98e-01	-1.54e-01	-2.67e-01	-0.112984	 4.73e-01	-0.112984	 4.73e-01	 7.37e-01	no
ENSMUSG00000030216	Wbp11			 2.42e-01	 1.87e-01	-0.055866	 5.19e-01	-1.66e-01	-2.22e-01	-0.055866	 5.65e-01	-0.055866	 5.65e-01	 7.96e-01	no
ENSMUSG00000021832	Psmc6	FBgn0036224	Rpt4R	 1.99e-01	 1.75e-01	-0.024202	 7.58e-01	 5.18e-01	 4.94e-01	-0.024202	 7.53e-01	-0.024202	 7.58e-01	 9.00e-01	no
ENSMUSG00000021832	Psmc6	FBgn0028685	Rpt4	 1.99e-01	 1.75e-01	-0.024202	 7.58e-01	 5.18e-01	 4.94e-01	-0.024202	 7.53e-01	-0.024202	 7.58e-01	 9.00e-01	no
ENSMUSG00000030770	Parva	FBgn0052528	parvin	 5.49e-01	 3.83e-01	-0.165631	 3.10e-02	 1.57e-01	-8.80e-03	-0.165631	 3.79e-02	-0.165631	 3.79e-02	 1.87e-01	no
ENSMUSG00000063894	Zkscan8			-7.60e-02	-2.61e-01	-0.184822	 1.07e-01	-4.04e-01	-5.89e-01	-0.184822	 1.25e-01	-0.184822	 1.25e-01	 3.70e-01	no
ENSMUSG00000025077	Dclre1a	FBgn0037338	Snm1	-4.49e-01	 8.42e-03	 0.457366	 2.88e-02	-2.16e-01	 2.41e-01	 0.457093	 3.92e-02	 0.457093	 3.92e-02	 1.90e-01	no
ENSMUSG00000094707	A830019P07Rik			 2.68e-01	 1.01e-01	-0.166894	 3.44e-01	 7.63e-01	 5.96e-01	-0.166894	 3.32e-01	-0.166894	 3.44e-01	 6.33e-01	no
ENSMUSG00000092274	Neat1			 1.75e-02	 4.33e-01	 0.415099	 1.29e-02	-8.54e-01	-4.38e-01	 0.415929	 1.42e-02	 0.415929	 1.42e-02	 1.02e-01	no
ENSMUSG00000026626	Ppp2r5a			-3.02e-01	-3.50e-01	-0.047791	 5.63e-01	 4.89e-02	 1.13e-03	-0.047791	 5.66e-01	-0.047791	 5.66e-01	 7.96e-01	no
ENSMUSG00000036658	Olfr11			-2.58e-01	-1.50e-01	 0.108174	 4.91e-01	-1.55e-02	 9.27e-02	 0.108187	 5.21e-01	 0.108187	 5.21e-01	 7.68e-01	no
ENSMUSG00000019977	Hbs1l	FBgn0042712	HBS1	 3.51e-01	 1.21e-01	-0.230885	 1.88e-03	 2.36e-02	-2.07e-01	-0.230702	 2.20e-03	-0.230702	 2.20e-03	 2.94e-02	no
ENSMUSG00000007892	Rplp1	FBgn0002593	RpLP1	 2.17e-01	-5.52e-02	-0.272254	 4.01e-03	 1.79e+00	 1.52e+00	-0.272322	 7.14e-03	-0.272322	 7.14e-03	 6.59e-02	no
ENSMUSG00000032547	Ryk			-1.53e-01	-1.43e-01	 0.010320	 9.10e-01	 5.81e-02	 6.84e-02	 0.010320	 9.11e-01	 0.010320	 9.11e-01	 9.65e-01	no
ENSMUSG00000001424	Snd1	FBgn0035121	Tudor-SN	-1.27e-01	-1.54e-01	-0.027011	 7.21e-01	-1.99e-01	-2.26e-01	-0.026997	 6.85e-01	-0.027011	 7.21e-01	 8.81e-01	no
ENSMUSG00000040618	Pck2	FBgn0034356	Pepck2	 2.06e-02	-5.29e-02	-0.073473	 3.57e-01	 3.57e-02	-3.78e-02	-0.073473	 3.45e-01	-0.073473	 3.57e-01	 6.44e-01	no
ENSMUSG00000040618	Pck2	FBgn0003067	Pepck1	 2.06e-02	-5.29e-02	-0.073473	 3.57e-01	 3.57e-02	-3.78e-02	-0.073473	 3.45e-01	-0.073473	 3.57e-01	 6.44e-01	no
ENSMUSG00000040511	Pvr	FBgn0000636	Fas3	-6.93e-01	-2.02e-01	 0.491436	 1.21e-04	-5.15e-01	-2.36e-02	 0.491107	 3.89e-04	 0.491107	 3.89e-04	 8.23e-03	no
ENSMUSG00000022575	Gsdmd			-7.80e-01	-8.13e-01	-0.033372	 8.09e-01	-4.87e-02	-8.22e-02	-0.033675	 8.15e-01	-0.033675	 8.15e-01	 9.23e-01	no
ENSMUSG00000012296	Tjap1			 9.30e-02	-7.95e-02	-0.172371	 1.28e-01	-5.78e-01	-7.50e-01	-0.172463	 1.84e-01	-0.172463	 1.84e-01	 4.65e-01	no
ENSMUSG00000041075	Fzd7	FBgn0027343	fz3	-1.65e+00	-1.72e+00	-0.071259	 5.95e-01	-7.56e-01	-8.27e-01	-0.071874	 6.16e-01	-0.071874	 6.16e-01	 8.23e-01	no
ENSMUSG00000042046	Dstyk	FBgn0037098	Wnk	 7.43e-02	 2.02e-02	-0.054150	 6.40e-01	-4.89e-01	-5.44e-01	-0.054150	 6.78e-01	-0.054150	 6.78e-01	 8.59e-01	no
ENSMUSG00000042046	Dstyk	FBgn0027497	Madm	 7.43e-02	 2.02e-02	-0.054150	 6.40e-01	-4.89e-01	-5.44e-01	-0.054150	 6.78e-01	-0.054150	 6.78e-01	 8.59e-01	no
ENSMUSG00000028573	Fggy	FBgn0035484	CG11594	-2.89e-01	-1.36e-01	 0.151979	 3.68e-01	 4.73e-01	 6.25e-01	 0.152267	 3.01e-01	 0.151979	 3.68e-01	 6.53e-01	no
ENSMUSG00000003062	Stard3nl	FBgn0035028	Start1	-2.78e-01	-1.24e-02	 0.265513	 3.19e-02	 2.38e-01	 5.04e-01	 0.265513	 2.48e-02	 0.265513	 3.19e-02	 1.68e-01	no
ENSMUSG00000030541	Idh2			-6.44e-02	-1.21e-01	-0.056975	 4.19e-01	 1.47e-01	 9.01e-02	-0.056975	 4.13e-01	-0.056975	 4.19e-01	 6.97e-01	no
ENSMUSG00000055762	Eef1d	FBgn0032198	eEF1delta	 2.25e-01	 3.74e-01	 0.149542	 3.51e-02	 2.88e-01	 4.38e-01	 0.149597	 4.44e-02	 0.149597	 4.44e-02	 2.05e-01	yes
ENSMUSG00000055762	Eef1d	FBgn0028737	eEF1beta	 2.25e-01	 3.74e-01	 0.149542	 3.51e-02	 2.88e-01	 4.38e-01	 0.149597	 4.44e-02	 0.149597	 4.44e-02	 2.05e-01	yes
ENSMUSG00000053205	Styx			-3.70e-01	-2.71e-01	 0.098787	 4.25e-01	-1.51e-01	-5.26e-02	 0.098787	 4.27e-01	 0.098787	 4.27e-01	 7.02e-01	no
ENSMUSG00000032913	Lrig2	FBgn0028370	kek3	-1.18e-01	 1.66e-01	 0.284185	 7.14e-03	-8.16e-01	-5.32e-01	 0.284222	 1.36e-02	 0.284222	 1.36e-02	 9.94e-02	yes
ENSMUSG00000032913	Lrig2	FBgn0005775	Con	-1.18e-01	 1.66e-01	 0.284185	 7.14e-03	-8.16e-01	-5.32e-01	 0.284222	 1.36e-02	 0.284222	 1.36e-02	 9.94e-02	yes
ENSMUSG00000024127	Prepl	FBgn0032969	CG2528	 1.29e-01	 1.83e-01	 0.054147	 4.94e-01	-2.32e-02	 3.09e-02	 0.054147	 5.37e-01	 0.054147	 5.37e-01	 7.77e-01	no
ENSMUSG00000024127	Prepl	FBgn0032242	CG5355	 1.29e-01	 1.83e-01	 0.054147	 4.94e-01	-2.32e-02	 3.09e-02	 0.054147	 5.37e-01	 0.054147	 5.37e-01	 7.77e-01	no
ENSMUSG00000020385	Clk4	FBgn0259168	mnb	 1.26e-01	 3.83e-01	 0.257187	 3.48e-03	-1.96e-01	 6.11e-02	 0.257393	 4.76e-03	 0.257393	 4.76e-03	 5.04e-02	no
ENSMUSG00000026021	Sumo1			-5.58e-02	-7.71e-02	-0.021312	 8.04e-01	 8.50e-01	 8.28e-01	-0.021404	 7.96e-01	-0.021312	 8.04e-01	 9.19e-01	no
ENSMUSG00000008435	Rdh13			-2.89e-01	-1.20e-02	 0.276789	 2.11e-02	-1.58e-01	 1.18e-01	 0.276469	 3.32e-02	 0.276469	 3.32e-02	 1.73e-01	no
ENSMUSG00000026696	Vamp4			 3.95e-02	-8.03e-02	-0.119780	 2.50e-01	 5.01e-01	 3.81e-01	-0.119713	 2.71e-01	-0.119713	 2.71e-01	 5.64e-01	no
ENSMUSG00000019970	Sgk1	FBgn0267390	dop	-5.47e-02	 4.91e-01	 0.545964	 6.09e-06	-1.57e-01	 3.89e-01	 0.546250	 2.33e-07	 0.545964	 6.09e-06	 2.96e-04	yes
ENSMUSG00000019970	Sgk1	FBgn0052944	CG32944	-5.47e-02	 4.91e-01	 0.545964	 6.09e-06	-1.57e-01	 3.89e-01	 0.546250	 2.33e-07	 0.545964	 6.09e-06	 2.96e-04	yes
ENSMUSG00000037722	Gnpnat1	FBgn0039690	Gnpnat	-1.17e-01	 9.93e-02	 0.216540	 5.12e-02	 2.70e-01	 4.86e-01	 0.216540	 6.15e-02	 0.216540	 6.15e-02	 2.47e-01	no
ENSMUSG00000035629	Rubcn	FBgn0034694	Plekhm1	 3.72e-02	-1.74e-01	-0.210930	 3.81e-02	-6.38e-01	-8.49e-01	-0.210724	 4.96e-02	-0.210724	 4.96e-02	 2.19e-01	no
ENSMUSG00000028572	Hook1	FBgn0283724	Girdin	 5.93e-02	 5.08e-01	 0.448753	 1.67e-04	-5.05e-01	-5.59e-02	 0.449018	 1.11e-04	 0.448753	 1.67e-04	 4.43e-03	yes
ENSMUSG00000018102	H2bc4	FBgn0053902	His2B:CG33902	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053908	His2B:CG33908	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053890	His2B:CG33890	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053868	His2B:CG33868	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053892	His2B:CG33892	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053898	His2B:CG33898	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053888	His2B:CG33888	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053900	His2B:CG33900	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053884	His2B:CG33884	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053886	His2B:CG33886	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053870	His2B:CG33870	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053896	His2B:CG33896	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053876	His2B:CG33876	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053904	His2B:CG33904	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053878	His2B:CG33878	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053880	His2B:CG33880	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053906	His2B:CG33906	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053872	His2B:CG33872	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053882	His2B:CG33882	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053874	His2B:CG33874	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053894	His2B:CG33894	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0061209	His2B:CG17949	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000018102	H2bc4	FBgn0053910	His2B:CG33910	 1.22e+00	 1.15e+00	-0.069445	 5.97e-01	 8.59e-01	 7.90e-01	-0.068876	 5.81e-01	-0.069445	 5.97e-01	 8.13e-01	no
ENSMUSG00000048078	Tenm4	FBgn0004449	Ten-m	-2.28e-02	-3.18e-01	-0.295444	 2.43e-02	-1.19e+00	-1.48e+00	-0.295330	 4.71e-02	-0.295330	 4.71e-02	 2.13e-01	no
ENSMUSG00000048078	Tenm4	FBgn0267001	Ten-a	-2.28e-02	-3.18e-01	-0.295444	 2.43e-02	-1.19e+00	-1.48e+00	-0.295330	 4.71e-02	-0.295330	 4.71e-02	 2.13e-01	no
ENSMUSG00000030254	Rad18			 8.10e-01	 7.14e-01	-0.095153	 4.58e-01	 3.23e-01	 2.27e-01	-0.094974	 4.81e-01	-0.094974	 4.81e-01	 7.41e-01	yes
ENSMUSG00000032902	Slc16a1	FBgn0033657	Sln	-2.79e-01	-3.46e-02	 0.244184	 3.35e-03	-1.12e-01	 1.33e-01	 0.244091	 8.59e-03	 0.244091	 8.59e-03	 7.50e-02	no
ENSMUSG00000032902	Slc16a1	FBgn0035173	CG13907	-2.79e-01	-3.46e-02	 0.244184	 3.35e-03	-1.12e-01	 1.33e-01	 0.244091	 8.59e-03	 0.244091	 8.59e-03	 7.50e-02	no
ENSMUSG00000032902	Slc16a1	FBgn0033913	CG8468	-2.79e-01	-3.46e-02	 0.244184	 3.35e-03	-1.12e-01	 1.33e-01	 0.244091	 8.59e-03	 0.244091	 8.59e-03	 7.50e-02	no
ENSMUSG00000032902	Slc16a1	FBgn0023549	Mct1	-2.79e-01	-3.46e-02	 0.244184	 3.35e-03	-1.12e-01	 1.33e-01	 0.244091	 8.59e-03	 0.244091	 8.59e-03	 7.50e-02	no
ENSMUSG00000032902	Slc16a1	FBgn0033955	CG12866	-2.79e-01	-3.46e-02	 0.244184	 3.35e-03	-1.12e-01	 1.33e-01	 0.244091	 8.59e-03	 0.244091	 8.59e-03	 7.50e-02	no
ENSMUSG00000032902	Slc16a1	FBgn0031012	CG8051	-2.79e-01	-3.46e-02	 0.244184	 3.35e-03	-1.12e-01	 1.33e-01	 0.244091	 8.59e-03	 0.244091	 8.59e-03	 7.50e-02	no
ENSMUSG00000032902	Slc16a1	FBgn0259834	out	-2.79e-01	-3.46e-02	 0.244184	 3.35e-03	-1.12e-01	 1.33e-01	 0.244091	 8.59e-03	 0.244091	 8.59e-03	 7.50e-02	no
ENSMUSG00000032902	Slc16a1	FBgn0031002	CG14196	-2.79e-01	-3.46e-02	 0.244184	 3.35e-03	-1.12e-01	 1.33e-01	 0.244091	 8.59e-03	 0.244091	 8.59e-03	 7.50e-02	no
ENSMUSG00000033352	Map2k4	FBgn0024326	Mkk4	-1.25e-01	-1.21e-01	 0.004331	 9.55e-01	 6.31e-02	 6.74e-02	 0.004150	 9.61e-01	 0.004150	 9.61e-01	 9.84e-01	no
ENSMUSG00000092341	Malat1			 5.28e-01	 1.03e-01	-0.425747	 4.20e-01	-1.20e+00	-1.63e+00	-0.425299	 2.04e-01	-0.425747	 4.20e-01	 6.97e-01	no
ENSMUSG00000058258	Idi1	FBgn0038876	Idi	 6.64e-02	 2.36e-01	 0.169181	 2.13e-02	 2.62e-01	 4.31e-01	 0.169333	 3.37e-02	 0.169333	 3.37e-02	 1.74e-01	yes
ENSMUSG00000037712	Fermt2	FBgn0035498	Fit1	-2.42e-01	-1.77e-01	 0.064708	 4.22e-01	 3.89e-02	 1.03e-01	 0.064522	 4.81e-01	 0.064522	 4.81e-01	 7.41e-01	no
ENSMUSG00000037712	Fermt2	FBgn0036688	Fit2	-2.42e-01	-1.77e-01	 0.064708	 4.22e-01	 3.89e-02	 1.03e-01	 0.064522	 4.81e-01	 0.064522	 4.81e-01	 7.41e-01	no
ENSMUSG00000018334	Ksr1			 4.94e-01	 6.03e-01	 0.108674	 5.13e-01	-1.06e+00	-9.48e-01	 0.109304	 5.87e-01	 0.109304	 5.87e-01	 8.07e-01	yes
ENSMUSG00000048949	Gm6206			 1.66e-01	-4.76e-02	-0.213885	 8.75e-02	 1.01e+00	 7.97e-01	-0.213885	 9.75e-02	-0.213885	 9.75e-02	 3.21e-01	no
ENSMUSG00000024222	Fkbp5	FBgn0013269	Fkbp39	-1.35e+00	-1.39e+00	-0.046854	 6.90e-01	-4.06e-01	-4.53e-01	-0.047118	 7.07e-01	-0.047118	 7.07e-01	 8.75e-01	no
ENSMUSG00000037474	Dtl	FBgn0013548	l(2)dtl	 1.38e+00	 1.52e+00	 0.130714	 3.05e-01	 1.60e-01	 2.91e-01	 0.131181	 3.65e-01	 0.131181	 3.65e-01	 6.51e-01	no
ENSMUSG00000032549	Rab6b			 2.48e-01	 2.21e-02	-0.225676	 2.32e-03	-2.65e-01	-4.90e-01	-0.225676	 3.77e-03	-0.225676	 3.77e-03	 4.28e-02	yes
ENSMUSG00000031327	Chic1	FBgn0046247	CG5938	-1.82e-01	-3.19e-01	-0.136561	 3.19e-01	-2.78e-01	-4.14e-01	-0.136765	 3.49e-01	-0.136765	 3.49e-01	 6.38e-01	yes
ENSMUSG00000022214	Dcaf11	FBgn0034527	CG9945	-1.18e-01	-2.33e-01	-0.115072	 2.82e-01	 3.99e-01	 2.84e-01	-0.115072	 2.67e-01	-0.115072	 2.82e-01	 5.76e-01	no
ENSMUSG00000108414	Snhg1			 8.12e-01	 9.06e-01	 0.093949	 2.98e-01	 6.49e-01	 7.43e-01	 0.094028	 3.35e-01	 0.094028	 3.35e-01	 6.24e-01	no
ENSMUSG00000032252	Glce	FBgn0033087	Hsepi	-6.39e-01	-3.40e-01	 0.298661	 5.24e-05	-4.56e-01	-1.58e-01	 0.298695	 6.92e-05	 0.298695	 6.92e-05	 2.25e-03	no
ENSMUSG00000028271	Gtf2b	FBgn0004915	TfIIB	 3.47e-02	 1.94e-01	 0.159507	 1.84e-01	 4.56e-01	 6.16e-01	 0.159507	 2.06e-01	 0.159507	 2.06e-01	 4.93e-01	no
ENSMUSG00000032553	Srprb			-3.01e-01	-5.98e-02	 0.240952	 2.34e-02	-6.03e-03	 2.35e-01	 0.240952	 2.67e-02	 0.240952	 2.67e-02	 1.50e-01	no
ENSMUSG00000086503	Xist			 3.83e-01	 2.17e-01	-0.165455	 1.47e-01	-1.59e+00	-1.76e+00	-0.165360	 1.94e-01	-0.165360	 1.94e-01	 4.76e-01	no
ENSMUSG00000002233	Rhoc	FBgn0014020	Rho1	-4.38e-01	-3.05e-01	 0.132994	 1.29e-01	 5.98e-01	 7.31e-01	 0.132800	 1.31e-01	 0.132800	 1.31e-01	 3.83e-01	no
ENSMUSG00000095562	Erdr1			 5.86e-02	-1.11e-01	-0.170198	 1.62e-01	-9.70e-01	-1.14e+00	-0.169929	 2.23e-01	-0.169929	 2.23e-01	 5.16e-01	no
ENSMUSG00000032087	Dscaml1			 1.21e-01	-6.75e-01	-0.795671	 5.15e-08	-2.75e-01	-1.07e+00	-0.796005	 9.61e-07	-0.796005	 9.61e-07	 6.02e-05	no
ENSMUSG00000028538	St3gal3			-1.74e-01	-8.70e-02	 0.086836	 6.03e-01	-1.37e-01	-5.04e-02	 0.086836	 6.01e-01	 0.086836	 6.03e-01	 8.15e-01	no
ENSMUSG00000026439	Rbbp5	FBgn0036973	Rbbp5	-4.70e-03	 1.54e-01	 0.158677	 7.01e-02	-1.62e-01	-3.04e-03	 0.158873	 8.76e-02	 0.158873	 8.76e-02	 3.04e-01	no
ENSMUSG00000091264	Smim13			-5.31e-02	 1.31e-02	 0.066181	 5.70e-01	 1.89e-02	 8.51e-02	 0.066181	 5.76e-01	 0.066181	 5.76e-01	 8.00e-01	yes
ENSMUSG00000021365	Nedd9	FBgn0035101	p130CAS	-3.27e-01	-6.93e-01	-0.367104	 1.28e-01	 2.83e-01	-8.34e-02	-0.367059	 1.03e-01	-0.367104	 1.28e-01	 3.76e-01	no
ENSMUSG00000022800	Fyttd1			 3.73e-02	 1.04e-01	 0.066281	 3.61e-01	 1.02e-01	 1.69e-01	 0.066323	 4.05e-01	 0.066323	 4.05e-01	 6.85e-01	no
ENSMUSG00000018347	Zkscan6	FBgn0033581	CG12391	 4.49e-03	 1.52e-01	 0.146986	 2.47e-01	 4.13e-02	 1.88e-01	 0.147261	 2.61e-01	 0.147261	 2.61e-01	 5.56e-01	no
ENSMUSG00000018347	Zkscan6	FBgn0001180	hb	 4.49e-03	 1.52e-01	 0.146986	 2.47e-01	 4.13e-02	 1.88e-01	 0.147261	 2.61e-01	 0.147261	 2.61e-01	 5.56e-01	no
ENSMUSG00000022571	Pycrl	FBgn0038516	P5cr-2	-3.95e-01	-4.96e-01	-0.101024	 3.57e-01	 5.85e-01	 4.84e-01	-0.101024	 3.36e-01	-0.101024	 3.57e-01	 6.44e-01	no
ENSMUSG00000022570	Tsta3	FBgn0267823	Gmer	-1.69e-01	-1.90e-01	-0.020817	 8.32e-01	 2.13e-01	 1.92e-01	-0.020817	 8.29e-01	-0.020817	 8.32e-01	 9.30e-01	no
ENSMUSG00000057036	Gm7536			 1.92e-01	-1.31e-01	-0.322645	 8.25e-05	 1.67e+00	 1.34e+00	-0.322645	 4.08e-04	-0.322645	 4.08e-04	 8.52e-03	no
ENSMUSG00000017677	Wsb1			-5.32e-01	-1.65e-01	 0.367320	 1.12e-05	-3.44e-01	 2.33e-02	 0.367166	 7.58e-05	 0.367166	 7.58e-05	 2.40e-03	yes
ENSMUSG00000038805	Six3	FBgn0025360	Optix	-3.54e-01	-2.34e-01	 0.120548	 3.99e-01	-3.81e-01	-2.61e-01	 0.120548	 4.37e-01	 0.120548	 4.37e-01	 7.09e-01	no
ENSMUSG00000095180	Rhox5			 7.55e-02	 1.77e-02	-0.057733	 4.28e-01	 8.49e-01	 7.92e-01	-0.057733	 4.43e-01	-0.057733	 4.43e-01	 7.13e-01	no
ENSMUSG00000062252	Lhfpl5	FBgn0262624	Tmhs	-5.64e-02	-1.00e-01	-0.044095	 7.90e-01	 5.32e-01	 4.88e-01	-0.043835	 7.75e-01	-0.044095	 7.90e-01	 9.14e-01	no
ENSMUSG00000024811	Tnks2	FBgn0027508	Tnks	 1.92e-01	 3.84e-01	 0.192011	 1.41e-02	-4.73e-01	-2.81e-01	 0.191939	 1.72e-02	 0.191939	 1.72e-02	 1.15e-01	yes
ENSMUSG00000029701	Rbm28	FBgn0260456	CG4806	 1.73e-01	 3.89e-01	 0.215949	 7.11e-03	-6.81e-01	-4.65e-01	 0.216130	 6.74e-03	 0.215949	 7.11e-03	 6.58e-02	no
ENSMUSG00000032842	Abcc10	FBgn0010549	l(2)03659	-9.03e-03	-1.13e-01	-0.103830	 5.61e-01	-7.79e-01	-8.83e-01	-0.103830	 6.02e-01	-0.103830	 6.02e-01	 8.15e-01	no
ENSMUSG00000032842	Abcc10	FBgn0051792	CG31792	-9.03e-03	-1.13e-01	-0.103830	 5.61e-01	-7.79e-01	-8.83e-01	-0.103830	 6.02e-01	-0.103830	 6.02e-01	 8.15e-01	no
ENSMUSG00000032842	Abcc10	FBgn0032456	MRP	-9.03e-03	-1.13e-01	-0.103830	 5.61e-01	-7.79e-01	-8.83e-01	-0.103830	 6.02e-01	-0.103830	 6.02e-01	 8.15e-01	no
ENSMUSG00000032842	Abcc10	FBgn0032026	CG7627	-9.03e-03	-1.13e-01	-0.103830	 5.61e-01	-7.79e-01	-8.83e-01	-0.103830	 6.02e-01	-0.103830	 6.02e-01	 8.15e-01	no
ENSMUSG00000032842	Abcc10	FBgn0034612	CG10505	-9.03e-03	-1.13e-01	-0.103830	 5.61e-01	-7.79e-01	-8.83e-01	-0.103830	 6.02e-01	-0.103830	 6.02e-01	 8.15e-01	no
ENSMUSG00000032842	Abcc10	FBgn0039645	CG11898	-9.03e-03	-1.13e-01	-0.103830	 5.61e-01	-7.79e-01	-8.83e-01	-0.103830	 6.02e-01	-0.103830	 6.02e-01	 8.15e-01	no
ENSMUSG00000032842	Abcc10	FBgn0038740	CG4562	-9.03e-03	-1.13e-01	-0.103830	 5.61e-01	-7.79e-01	-8.83e-01	-0.103830	 6.02e-01	-0.103830	 6.02e-01	 8.15e-01	no
ENSMUSG00000032842	Abcc10	FBgn0263316	Mrp4	-9.03e-03	-1.13e-01	-0.103830	 5.61e-01	-7.79e-01	-8.83e-01	-0.103830	 6.02e-01	-0.103830	 6.02e-01	 8.15e-01	no
ENSMUSG00000032842	Abcc10	FBgn0039644	rdog	-9.03e-03	-1.13e-01	-0.103830	 5.61e-01	-7.79e-01	-8.83e-01	-0.103830	 6.02e-01	-0.103830	 6.02e-01	 8.15e-01	no
