pathways_name_level0,gene_secondary_identifier,gene_symbol,pathways_identifier_level1,pathways_name_level1,datasets_name,gene_primary_identifier
Gene expression (Transcription),CG3848,trr,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0023518
Transport of small molecules,CG3853,Glut3,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0015230
Metabolism of RNA,CG3857,CG3857,R-DME-927802,Nonsense-Mediated Decay (NMD),Reactome pathways data set,FBgn0023520
Metabolism,CG3861,kdn,R-DME-1428517,The citric acid (TCA) cycle and respiratory electron transport,Reactome pathways data set,FBgn0261955
Autophagy,CG3869,Marf,R-DME-1632852,Macroautophagy,Reactome pathways data set,FBgn0029870
Signal Transduction,CG3869,Marf,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0029870
Hemostasis,CG3869,Marf,R-DME-983231,Factors involved in megakaryocyte development and platelet production,Reactome pathways data set,FBgn0029870
Metabolism,CG3874,frc,R-DME-211859,Biological oxidations,Reactome pathways data set,FBgn0042641
Transport of small molecules,CG3874,frc,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0042641
Metabolism,CG3874,frc,R-DME-71387,Metabolism of carbohydrates,Reactome pathways data set,FBgn0042641
Signal Transduction,CG3875,nsr,R-DME-9006927,Signaling by Non-Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0034740
Metabolism,CG3881,GlcAT-S,R-DME-71387,Metabolism of carbohydrates,Reactome pathways data set,FBgn0032135
Metabolism of proteins,CG3885,Sec3,R-DME-2980736,Peptide hormone metabolism,Reactome pathways data set,FBgn0266669
Organelle biogenesis and maintenance,CG3885,Sec3,R-DME-5617833,Cilium Assembly,Reactome pathways data set,FBgn0266669
Cellular responses to stimuli,CG3886,Psc,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0005624
Metabolism of proteins,CG3886,Psc,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0005624
Gene expression (Transcription),CG3886,Psc,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0005624
Signal Transduction,CG3886,Psc,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0005624
Vesicle-mediated transport,CG3889,CSN1b,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0027057
DNA Repair,CG3889,CSN1b,R-DME-5696398,Nucleotide Excision Repair,Reactome pathways data set,FBgn0027057
Metabolism of proteins,CG3889,CSN1b,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0027057
Signal Transduction,CG3889,CSN1b,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0027057
Metabolism of proteins,CG3894,CG3894,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0035059
Cellular responses to stimuli,CG3895,ph-d,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0004860
Metabolism of proteins,CG3895,ph-d,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0004860
Gene expression (Transcription),CG3895,ph-d,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0004860
Signal Transduction,CG3895,ph-d,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0004860
Transport of small molecules,CG3897,blot,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0027660
Metabolism,CG3902,CG3902,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0036824
Neuronal System,CG3903,Gli,R-DME-6794362,Protein-protein interactions at synapses,Reactome pathways data set,FBgn0001987
Digestion and absorption,CG3903,Gli,R-DME-8935690,Digestion,Reactome pathways data set,FBgn0001987
Cellular responses to stimuli,CG3905,Su(z)2,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0265623
Metabolism of proteins,CG3905,Su(z)2,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0265623
Gene expression (Transcription),CG3905,Su(z)2,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0265623
Signal Transduction,CG3905,Su(z)2,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0265623
Metabolism of RNA,CG3909,CG3909,R-DME-429914,Deadenylation-dependent mRNA decay,Reactome pathways data set,FBgn0027524
Metabolism of proteins,CG3909,CG3909,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0027524
Gene expression (Transcription),CG3909,CG3909,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0027524
Gene expression (Transcription),CG3910,mtTFB2,R-DME-75944,Transcription from mitochondrial promoters,Reactome pathways data set,FBgn0037778
Vesicle-mediated transport,CG3911,Bet3,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0260859
Metabolism of proteins,CG3911,Bet3,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0260859
Metabolism of proteins,CG3922,RpS17,R-DME-72766,Translation,Reactome pathways data set,FBgn0005533
Metabolism of RNA,CG3922,RpS17,R-DME-927802,Nonsense-Mediated Decay (NMD),Reactome pathways data set,FBgn0005533
Gene expression (Transcription),CG3924,Chi,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0013764
Metabolism,CG3926,Agxt,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0014031
Protein localization,CG3926,Agxt,R-DME-9033241,Peroxisomal protein import,Reactome pathways data set,FBgn0014031
Signal Transduction,CG3927,CG3927,R-DME-9006927,Signaling by Non-Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0034739
Signal Transduction,CG3929,dx,R-DME-157118,Signaling by NOTCH,Reactome pathways data set,FBgn0000524
Metabolism of RNA,CG3931,Rrp4,R-DME-429914,Deadenylation-dependent mRNA decay,Reactome pathways data set,FBgn0034879
Metabolism of RNA,CG3931,Rrp4,R-DME-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,Reactome pathways data set,FBgn0034879
Metabolism of RNA,CG3931,Rrp4,R-DME-72312,rRNA processing,Reactome pathways data set,FBgn0034879
Immune System,CG3934,Npc2c,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0037783
Transport of small molecules,CG3934,Npc2c,R-DME-174824,"Plasma lipoprotein assembly, remodeling, and clearance",Reactome pathways data set,FBgn0037783
Extracellular matrix organization,CG3936,N,R-DME-1474228,Degradation of the extracellular matrix,Reactome pathways data set,FBgn0004647
Extracellular matrix organization,CG3936,N,R-DME-3000178,ECM proteoglycans,Reactome pathways data set,FBgn0004647
Metabolism of proteins,CG3936,N,R-DME-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome pathways data set,FBgn0004647
Metabolism of proteins,CG3936,N,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0004647
Metabolism,CG3936,N,R-DME-71387,Metabolism of carbohydrates,Reactome pathways data set,FBgn0004647
Cell-Cell communication,CG3937,cher,R-DME-446728,Cell junction organization,Reactome pathways data set,FBgn0014141
Hemostasis,CG3937,cher,R-DME-76002,"Platelet activation, signaling and aggregation",Reactome pathways data set,FBgn0014141
Signal Transduction,CG3937,cher,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0014141
Cellular responses to stimuli,CG3938,CycE,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0010382
DNA Replication,CG3938,CycE,R-DME-69239,Synthesis of DNA,Reactome pathways data set,FBgn0010382
Cell Cycle,CG3938,CycE,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0010382
Cell Cycle,CG3938,CycE,R-DME-69620,Cell Cycle Checkpoints,Reactome pathways data set,FBgn0010382
Gene expression (Transcription),CG3938,CycE,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0010382
Signal Transduction,CG3938,CycE,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0010382
Metabolism,CG3940,CAH7,R-DME-1475029,Reversible hydration of carbon dioxide,Reactome pathways data set,FBgn0037788
Transport of small molecules,CG3940,CAH7,R-DME-1480926,O2/CO2 exchange in erythrocytes,Reactome pathways data set,FBgn0037788
Metabolism,CG3944,ND-23,R-DME-1428517,The citric acid (TCA) cycle and respiratory electron transport,Reactome pathways data set,FBgn0017567
DNA Repair,CG3945,Rad9,R-DME-5693532,DNA Double-Strand Break Repair,Reactome pathways data set,FBgn0025807
Cell Cycle,CG3945,Rad9,R-DME-69620,Cell Cycle Checkpoints,Reactome pathways data set,FBgn0025807
Gene expression (Transcription),CG3945,Rad9,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0025807
Protein localization,CG3947,Pex16,R-DME-9603798,Class I peroxisomal membrane protein import,Reactome pathways data set,FBgn0037019
Vesicle-mediated transport,CG3948,zetaCOP,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0040512
Metabolism of proteins,CG3948,zetaCOP,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0040512
Metabolism of RNA,CG3949,hoip,R-DME-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome pathways data set,FBgn0286786
Metabolism of RNA,CG3949,hoip,R-DME-72312,rRNA processing,Reactome pathways data set,FBgn0286786
Immune System,CG3954,csw,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0000382
Metabolism,CG3961,CG3961,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0036821
Immune System,CG3962,Keap1,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0038475
Cellular responses to stimuli,CG3962,Keap1,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0038475
Metabolism of proteins,CG3962,Keap1,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0038475
Metabolism,CG3971,Baldspot,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0260960
Metabolism,CG3972,Cyp4g1,R-DME-211859,Biological oxidations,Reactome pathways data set,FBgn0010019
Metabolism,CG3972,Cyp4g1,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0010019
Transport of small molecules,CG3977,Ctr1A,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0062413
Metabolism of proteins,CG3978,pnr,R-DME-5683826,Surfactant metabolism,Reactome pathways data set,FBgn0003117
Hemostasis,CG3978,pnr,R-DME-983231,Factors involved in megakaryocyte development and platelet production,Reactome pathways data set,FBgn0003117
Transport of small molecules,CG3979,Indy,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0036816
Signal Transduction,CG3980,Cep97,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0031575
Metabolism of RNA,CG3983,Ns1,R-DME-72312,rRNA processing,Reactome pathways data set,FBgn0038473
Neuronal System,CG3985,Syn,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0004575
Vesicle-mediated transport,CG3988,gammaSnap1,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0028552
Metabolism of proteins,CG3988,gammaSnap1,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0028552
Metabolism,CG3989,Paics,R-DME-15869,Metabolism of nucleotides,Reactome pathways data set,FBgn0020513
Immune System,CG3991,TppII,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0020370
Metabolism of proteins,CG3992,srp,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0003507
Gene expression (Transcription),CG3992,srp,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0003507
Signal Transduction,CG3992,srp,R-DME-9006931,Signaling by Nuclear Receptors,Reactome pathways data set,FBgn0003507
Hemostasis,CG3992,srp,R-DME-983231,Factors involved in megakaryocyte development and platelet production,Reactome pathways data set,FBgn0003507
Metabolism of proteins,CG3994,ZnT35C,R-DME-2980736,Peptide hormone metabolism,Reactome pathways data set,FBgn0028516
Transport of small molecules,CG3994,ZnT35C,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0028516
Metabolism of proteins,CG3997,RpL39,R-DME-72766,Translation,Reactome pathways data set,FBgn0023170
Metabolism of RNA,CG3997,RpL39,R-DME-927802,Nonsense-Mediated Decay (NMD),Reactome pathways data set,FBgn0023170
Metabolism,CG3999,CG3999,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0037801
Metabolism,CG40002,ND-AGGG,R-DME-1428517,The citric acid (TCA) cycle and respiratory electron transport,Reactome pathways data set,FBgn0058002
Immune System,CG4001,Pfk,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0003071
Metabolism,CG4001,Pfk,R-DME-71387,Metabolism of carbohydrates,Reactome pathways data set,FBgn0003071
DNA Repair,CG4003,pont,R-DME-5696398,Nucleotide Excision Repair,Reactome pathways data set,FBgn0040078
Metabolism of proteins,CG4003,pont,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0040078
Signal Transduction,CG40041,Gpb5,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0063368
Protein localization,CG40042,Tim23,R-DME-1268020,Mitochondrial protein import,Reactome pathways data set,FBgn0267976
Immune System,CG40045,CG40045,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0058045
Metabolism of proteins,CG40045,CG40045,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0058045
Metabolism of proteins,CG40049,mRpS5,R-DME-72766,Translation,Reactome pathways data set,FBgn0287187
Signal Transduction,CG4005,yki,R-DME-2028269,Signaling by Hippo,Reactome pathways data set,FBgn0034970
Drosophila signaling pathways,CG4005,yki,R-DME-390146,Hippo/Warts pathway,Reactome pathways data set,FBgn0034970
Gene expression (Transcription),CG4005,yki,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0034970
Signal Transduction,CG4005,yki,R-DME-9006934,Signaling by Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0034970
Signal Transduction,CG4005,yki,R-DME-9006936,Signaling by TGFB family members,Reactome pathways data set,FBgn0034970
Drosophila signaling pathways,CG4006,Akt,R-DME-110526,Insulin receptor mediated signaling,Reactome pathways data set,FBgn0010379
Immune System,CG4006,Akt,R-DME-1280215,Cytokine Signaling in Immune system,Reactome pathways data set,FBgn0010379
Immune System,CG4006,Akt,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0010379
Signal Transduction,CG4006,Akt,R-DME-165159,MTOR signalling,Reactome pathways data set,FBgn0010379
Developmental Biology,CG4006,Akt,R-DME-186712,Regulation of beta-cell development,Reactome pathways data set,FBgn0010379
Signal Transduction,CG4006,Akt,R-DME-195721,Signaling by WNT,Reactome pathways data set,FBgn0010379
Metabolism,CG4006,Akt,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0010379
Vesicle-mediated transport,CG4006,Akt,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0010379
Metabolism,CG4006,Akt,R-DME-202131,Metabolism of nitric oxide: NOS3 activation and regulation,Reactome pathways data set,FBgn0010379
Signal Transduction,CG4006,Akt,R-DME-354192,Integrin signaling,Reactome pathways data set,FBgn0010379
Signal Transduction,CG4006,Akt,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0010379
Metabolism of RNA,CG4006,Akt,R-DME-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,Reactome pathways data set,FBgn0010379
Cell Cycle,CG4006,Akt,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0010379
Gene expression (Transcription),CG4006,Akt,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0010379
Hemostasis,CG4006,Akt,R-DME-76002,"Platelet activation, signaling and aggregation",Reactome pathways data set,FBgn0010379
Signal Transduction,CG4006,Akt,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0010379
Signal Transduction,CG4006,Akt,R-DME-9006931,Signaling by Nuclear Receptors,Reactome pathways data set,FBgn0010379
Signal Transduction,CG4006,Akt,R-DME-9006934,Signaling by Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0010379
Sensory Perception,CG4008,und,R-DME-2187338,Visual phototransduction,Reactome pathways data set,FBgn0283478
Signal Transduction,CG4012,gek,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0023081
Signal Transduction,CG40129,Gprk1,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0260798
Signal Transduction,CG40129,Gprk1,R-DME-5358351,Signaling by Hedgehog,Reactome pathways data set,FBgn0260798
Signal Transduction,CG40129,Gprk1,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0260798
Cellular responses to stimuli,CG4013,Smr,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0265523
Metabolism,CG4013,Smr,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0265523
Gene expression (Transcription),CG4013,Smr,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0265523
